,SMILES,TR/TE,F-L_class,@-@@_class,R-S_class,SMILES_ns,SMILES_opp
1833,Cc1cccc2c1Oc1ccccc1N[C@@H]2C,TR,L,@@,R,Cc1cccc2c1Oc1ccccc1NC2C,Cc1cccc2c1Oc1ccccc1N[C@H]2C
1834,Cc1cccc2c3c([nH]c12)[C@@H](CC=O)CCC3,TR,F,@@,R,Cc1cccc2c3c([nH]c12)C(CC=O)CCC3,Cc1cccc2c3c([nH]c12)[C@H](CC=O)CCC3
1835,Cc1cccc2c3c([nH]c12)[C@H](CC=O)CCC3,TR,L,@,S,Cc1cccc2c3c([nH]c12)C(CC=O)CCC3,Cc1cccc2c3c([nH]c12)[C@@H](CC=O)CCC3
1836,Cc1ccccc1[C@H](C#Cc1ccc(C#N)cc1)CC(C)(C)C(=O)OC(C)(C)C,TR,L,@,S,Cc1ccccc1C(C#Cc1ccc(C#N)cc1)CC(C)(C)C(=O)OC(C)(C)C,Cc1ccccc1[C@@H](C#Cc1ccc(C#N)cc1)CC(C)(C)C(=O)OC(C)(C)C
1837,Cc1ccccc1[C@@H](C#Cc1ccc(C#N)cc1)CC(C)(C)C(=O)OC(C)(C)C,TR,F,@@,R,Cc1ccccc1C(C#Cc1ccc(C#N)cc1)CC(C)(C)C(=O)OC(C)(C)C,Cc1ccccc1[C@H](C#Cc1ccc(C#N)cc1)CC(C)(C)C(=O)OC(C)(C)C
1838,Cc1ccccc1[C@H](CO)CCCO,TR,F,@,R,Cc1ccccc1C(CO)CCCO,Cc1ccccc1[C@@H](CO)CCCO
1839,Cc1ccccc1[C@@H](CO)CCCO,TR,L,@@,S,Cc1ccccc1C(CO)CCCO,Cc1ccccc1[C@H](CO)CCCO
1840,Cc1ccccc1[C@H](F)C(=O)c1nccn1-c1ccccc1,TR,L,@,S,Cc1ccccc1C(F)C(=O)c1nccn1-c1ccccc1,Cc1ccccc1[C@@H](F)C(=O)c1nccn1-c1ccccc1
1841,Cc1ccccc1[C@@H](F)C(=O)c1nccn1-c1ccccc1,TR,F,@@,R,Cc1ccccc1C(F)C(=O)c1nccn1-c1ccccc1,Cc1ccccc1[C@H](F)C(=O)c1nccn1-c1ccccc1
1842,Cc1ccccc1[C@@H](O)CCCCO,TR,F,@@,S,Cc1ccccc1C(O)CCCCO,Cc1ccccc1[C@H](O)CCCCO
1843,Cc1ccccc1[C@H](O)CCCCO,TR,L,@,R,Cc1ccccc1C(O)CCCCO,Cc1ccccc1[C@@H](O)CCCCO
1844,Cc1ccccc1/C=C1\[C@@H](C)CC(=O)N1C(C)(C)c1ccccn1,TR,L,@@,S,Cc1ccccc1C=C1C(C)CC(=O)N1C(C)(C)c1ccccn1,Cc1ccccc1/C=C1\[C@H](C)CC(=O)N1C(C)(C)c1ccccn1
1845,Cc1ccccc1/C=C1\[C@H](C)CC(=O)N1C(C)(C)c1ccccn1,TR,F,@,R,Cc1ccccc1C=C1C(C)CC(=O)N1C(C)(C)c1ccccn1,Cc1ccccc1/C=C1\[C@@H](C)CC(=O)N1C(C)(C)c1ccccn1
1846,Cc1ccccc1/C=C/[C@@]1(CO)C(=O)N(COCc2ccccc2)c2cccc(Cl)c21,TR,L,@@,R,Cc1ccccc1C=CC1(CO)C(=O)N(COCc2ccccc2)c2cccc(Cl)c21,Cc1ccccc1/C=C/[C@]1(CO)C(=O)N(COCc2ccccc2)c2cccc(Cl)c21
1847,Cc1ccccc1/C=C/[C@]1(CO)C(=O)N(COCc2ccccc2)c2cccc(Cl)c21,TR,F,@,S,Cc1ccccc1C=CC1(CO)C(=O)N(COCc2ccccc2)c2cccc(Cl)c21,Cc1ccccc1/C=C/[C@@]1(CO)C(=O)N(COCc2ccccc2)c2cccc(Cl)c21
1848,Cc1ccccc1[C@@H]1C(C#N)=C(N)Oc2cc3c(cc21)OCO3,TR,L,@@,S,Cc1ccccc1C1C(C#N)=C(N)Oc2cc3c(cc21)OCO3,Cc1ccccc1[C@H]1C(C#N)=C(N)Oc2cc3c(cc21)OCO3
1849,Cc1ccccc1[C@H]1C(C#N)=C(N)Oc2cc3c(cc21)OCO3,TR,F,@,R,Cc1ccccc1C1C(C#N)=C(N)Oc2cc3c(cc21)OCO3,Cc1ccccc1[C@@H]1C(C#N)=C(N)Oc2cc3c(cc21)OCO3
1850,Cc1ccccc1[C@H]1CC(=O)c2ccccc2C12OCCO2,TR,L,@,R,Cc1ccccc1C1CC(=O)c2ccccc2C12OCCO2,Cc1ccccc1[C@@H]1CC(=O)c2ccccc2C12OCCO2
1851,Cc1ccccc1[C@@H]1CC(=O)c2ccccc2C12OCCO2,TR,F,@@,S,Cc1ccccc1C1CC(=O)c2ccccc2C12OCCO2,Cc1ccccc1[C@H]1CC(=O)c2ccccc2C12OCCO2
1852,Cc1ccccc1[C@@H]1CC(=O)c2ccccc2N1,TR,F,@@,S,Cc1ccccc1C1CC(=O)c2ccccc2N1,Cc1ccccc1[C@H]1CC(=O)c2ccccc2N1
1853,Cc1ccccc1[C@H]1CC(=O)c2ccccc2N1,TR,L,@,R,Cc1ccccc1C1CC(=O)c2ccccc2N1,Cc1ccccc1[C@@H]1CC(=O)c2ccccc2N1
1854,Cc1ccccc1[C@H]1CC(=O)N1C(C)(C)c1ccccn1,TR,L,@,R,Cc1ccccc1C1CC(=O)N1C(C)(C)c1ccccn1,Cc1ccccc1[C@@H]1CC(=O)N1C(C)(C)c1ccccn1
1855,Cc1ccccc1[C@@H]1CC(=O)N1C(C)(C)c1ccccn1,TR,F,@@,S,Cc1ccccc1C1CC(=O)N1C(C)(C)c1ccccn1,Cc1ccccc1[C@H]1CC(=O)N1C(C)(C)c1ccccn1
1856,Cc1ccccc1[C@H]1CCc2ccccc2N1,TR,L,@,R,Cc1ccccc1C1CCc2ccccc2N1,Cc1ccccc1[C@@H]1CCc2ccccc2N1
1857,Cc1ccccc1[C@@H]1CCc2ccccc2N1,TR,F,@@,S,Cc1ccccc1C1CCc2ccccc2N1,Cc1ccccc1[C@H]1CCc2ccccc2N1
1858,Cc1ccccc1[C@H]1COC(=O)N1,TR,L,@,S,Cc1ccccc1C1COC(=O)N1,Cc1ccccc1[C@@H]1COC(=O)N1
1859,Cc1ccccc1[C@@H]1COC(=O)N1,TR,F,@@,R,Cc1ccccc1C1COC(=O)N1,Cc1ccccc1[C@H]1COC(=O)N1
1860,Cc1ccccc1CO[C@H](/C=C/c1ccccc1)c1ccccc1,TR,F,@,R,Cc1ccccc1COC(C=Cc1ccccc1)c1ccccc1,Cc1ccccc1CO[C@@H](/C=C/c1ccccc1)c1ccccc1
1861,Cc1ccccc1CO[C@@H](/C=C/c1ccccc1)c1ccccc1,TR,L,@@,S,Cc1ccccc1COC(C=Cc1ccccc1)c1ccccc1,Cc1ccccc1CO[C@H](/C=C/c1ccccc1)c1ccccc1
1862,Cc1ccccc1C[P@](=O)(c1ccccc1)C(C)(C)C,TR,F,@,R,Cc1ccccc1CP(=O)(c1ccccc1)C(C)(C)C,Cc1ccccc1C[P@@](=O)(c1ccccc1)C(C)(C)C
1863,Cc1ccccc1C[P@@](=O)(c1ccccc1)C(C)(C)C,TR,L,@@,S,Cc1ccccc1CP(=O)(c1ccccc1)C(C)(C)C,Cc1ccccc1C[P@](=O)(c1ccccc1)C(C)(C)C
1864,Cc1ccccc1[P@@](=O)(/C=C/c1ccc(C(F)(F)F)cc1)C(C)(C)C,TR,F,@@,R,Cc1ccccc1P(=O)(C=Cc1ccc(C(F)(F)F)cc1)C(C)(C)C,Cc1ccccc1[P@](=O)(/C=C/c1ccc(C(F)(F)F)cc1)C(C)(C)C
1865,Cc1ccccc1[P@](=O)(/C=C/c1ccc(C(F)(F)F)cc1)C(C)(C)C,TR,L,@,S,Cc1ccccc1P(=O)(C=Cc1ccc(C(F)(F)F)cc1)C(C)(C)C,Cc1ccccc1[P@@](=O)(/C=C/c1ccc(C(F)(F)F)cc1)C(C)(C)C
1866,Cc1ccccc1[P@@](=O)(/C=C/c1ccccc1)C(C)(C)C,TR,F,@@,R,Cc1ccccc1P(=O)(C=Cc1ccccc1)C(C)(C)C,Cc1ccccc1[P@](=O)(/C=C/c1ccccc1)C(C)(C)C
1867,Cc1ccccc1[P@](=O)(/C=C/c1ccccc1)C(C)(C)C,TR,L,@,S,Cc1ccccc1P(=O)(C=Cc1ccccc1)C(C)(C)C,Cc1ccccc1[P@@](=O)(/C=C/c1ccccc1)C(C)(C)C
1868,Cc1ccccc1[P@@](=O)(/C=C/c1ccccc1)C(C)C,TR,F,@@,S,Cc1ccccc1P(=O)(C=Cc1ccccc1)C(C)C,Cc1ccccc1[P@](=O)(/C=C/c1ccccc1)C(C)C
1869,Cc1ccccc1[P@](=O)(/C=C/c1ccccc1)C(C)C,TR,L,@,R,Cc1ccccc1P(=O)(C=Cc1ccccc1)C(C)C,Cc1ccccc1[P@@](=O)(/C=C/c1ccccc1)C(C)C
1870,Cc1ccccc1[P@@](=O)(/C=C/c1ccccc1)C1CCCCC1,TR,L,@@,S,Cc1ccccc1P(=O)(C=Cc1ccccc1)C1CCCCC1,Cc1ccccc1[P@](=O)(/C=C/c1ccccc1)C1CCCCC1
1871,Cc1ccccc1[P@](=O)(/C=C/c1ccccc1)C1CCCCC1,TR,F,@,R,Cc1ccccc1P(=O)(C=Cc1ccccc1)C1CCCCC1,Cc1ccccc1[P@@](=O)(/C=C/c1ccccc1)C1CCCCC1
1872,Cc1ccccc1[P@@](=O)(/C=C/c1ccccc1)CC(C)(C)C,TR,F,@@,S,Cc1ccccc1P(=O)(C=Cc1ccccc1)CC(C)(C)C,Cc1ccccc1[P@](=O)(/C=C/c1ccccc1)CC(C)(C)C
1873,Cc1ccccc1[P@](=O)(/C=C/c1ccccc1)CC(C)(C)C,TR,L,@,R,Cc1ccccc1P(=O)(C=Cc1ccccc1)CC(C)(C)C,Cc1ccccc1[P@@](=O)(/C=C/c1ccccc1)CC(C)(C)C
1874,Cc1ccccc1[P@@](=O)(/C=C/c1ccccc1Br)C(C)(C)C,TR,L,@@,R,Cc1ccccc1P(=O)(C=Cc1ccccc1Br)C(C)(C)C,Cc1ccccc1[P@](=O)(/C=C/c1ccccc1Br)C(C)(C)C
1875,Cc1ccccc1[P@](=O)(/C=C/c1ccccc1Br)C(C)(C)C,TR,F,@,S,Cc1ccccc1P(=O)(C=Cc1ccccc1Br)C(C)(C)C,Cc1ccccc1[P@@](=O)(/C=C/c1ccccc1Br)C(C)(C)C
1876,Cc1ccccc1[P@@](=O)(/C=C/c1ccccc1F)C(C)(C)C,TR,L,@@,R,Cc1ccccc1P(=O)(C=Cc1ccccc1F)C(C)(C)C,Cc1ccccc1[P@](=O)(/C=C/c1ccccc1F)C(C)(C)C
1877,Cc1ccccc1[P@](=O)(/C=C/c1ccccc1F)C(C)(C)C,TR,F,@,S,Cc1ccccc1P(=O)(C=Cc1ccccc1F)C(C)(C)C,Cc1ccccc1[P@@](=O)(/C=C/c1ccccc1F)C(C)(C)C
1878,Cc1ccccc1[P@@](=O)(/C=C/c1cccs1)C(C)(C)C,TR,F,@@,R,Cc1ccccc1P(=O)(C=Cc1cccs1)C(C)(C)C,Cc1ccccc1[P@](=O)(/C=C/c1cccs1)C(C)(C)C
1879,Cc1ccccc1[P@](=O)(/C=C/c1cccs1)C(C)(C)C,TR,L,@,S,Cc1ccccc1P(=O)(C=Cc1cccs1)C(C)(C)C,Cc1ccccc1[P@@](=O)(/C=C/c1cccs1)C(C)(C)C
1880,Cc1ccccc1[P@@](=O)(CC(C)C)c1ccccc1,TR,L,@@,R,Cc1ccccc1P(=O)(CC(C)C)c1ccccc1,Cc1ccccc1[P@](=O)(CC(C)C)c1ccccc1
1881,Cc1ccccc1[P@](=O)(CC(C)C)c1ccccc1,TR,F,@,S,Cc1ccccc1P(=O)(CC(C)C)c1ccccc1,Cc1ccccc1[P@@](=O)(CC(C)C)c1ccccc1
1882,Cc1ccccc1[P@@](=O)(Cc1ccccc1)C(C)(C)C,TR,L,@@,R,Cc1ccccc1P(=O)(Cc1ccccc1)C(C)(C)C,Cc1ccccc1[P@](=O)(Cc1ccccc1)C(C)(C)C
1883,Cc1ccccc1[P@](=O)(Cc1ccccc1)C(C)(C)C,TR,F,@,S,Cc1ccccc1P(=O)(Cc1ccccc1)C(C)(C)C,Cc1ccccc1[P@@](=O)(Cc1ccccc1)C(C)(C)C
1884,Cc1ccccc1[P@@](=O)(Cc1ccccc1)C(C)C,TR,L,@@,R,Cc1ccccc1P(=O)(Cc1ccccc1)C(C)C,Cc1ccccc1[P@](=O)(Cc1ccccc1)C(C)C
1885,Cc1ccccc1[P@](=O)(Cc1ccccc1)C(C)C,TR,F,@,S,Cc1ccccc1P(=O)(Cc1ccccc1)C(C)C,Cc1ccccc1[P@@](=O)(Cc1ccccc1)C(C)C
1886,Cc1ccccc1[P@@](=O)(Cc1ccccc1)C1CCCCC1,TR,F,@@,R,Cc1ccccc1P(=O)(Cc1ccccc1)C1CCCCC1,Cc1ccccc1[P@](=O)(Cc1ccccc1)C1CCCCC1
1887,Cc1ccccc1[P@](=O)(Cc1ccccc1)C1CCCCC1,TR,L,@,S,Cc1ccccc1P(=O)(Cc1ccccc1)C1CCCCC1,Cc1ccccc1[P@@](=O)(Cc1ccccc1)C1CCCCC1
1888,Cc1ccccc1[P@@](C)(=O)c1ccc(-c2ccccc2)cc1,TR,F,@@,S,Cc1ccccc1P(C)(=O)c1ccc(-c2ccccc2)cc1,Cc1ccccc1[P@](C)(=O)c1ccc(-c2ccccc2)cc1
1889,Cc1ccccc1[P@](C)(=O)c1ccc(-c2ccccc2)cc1,TR,L,@,R,Cc1ccccc1P(C)(=O)c1ccc(-c2ccccc2)cc1,Cc1ccccc1[P@@](C)(=O)c1ccc(-c2ccccc2)cc1
1890,Cc1ccccc1[P@@](C)(=O)c1ccccc1,TR,F,@@,S,Cc1ccccc1P(C)(=O)c1ccccc1,Cc1ccccc1[P@](C)(=O)c1ccccc1
1891,Cc1ccccc1[P@](C)(=O)c1ccccc1,TR,L,@,R,Cc1ccccc1P(C)(=O)c1ccccc1,Cc1ccccc1[P@@](C)(=O)c1ccccc1
1892,C[C@H]1COCCc2c1n(-c1ccc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc1)c1ccccc21,TR,L,@,R,CC1COCCc2c1n(-c1ccc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc1)c1ccccc21,C[C@@H]1COCCc2c1n(-c1ccc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc1)c1ccccc21
1893,C[C@@H]1COCCc2c1n(-c1ccc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc1)c1ccccc21,TR,F,@@,S,CC1COCCc2c1n(-c1ccc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc1)c1ccccc21,C[C@H]1COCCc2c1n(-c1ccc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc1)c1ccccc21
1894,C[C@H]1CS(=O)(=O)c2ccccc21,TR,F,@,R,CC1CS(=O)(=O)c2ccccc21,C[C@@H]1CS(=O)(=O)c2ccccc21
1895,C[C@@H]1CS(=O)(=O)c2ccccc21,TR,L,@@,S,CC1CS(=O)(=O)c2ccccc21,C[C@H]1CS(=O)(=O)c2ccccc21
1896,C[C@H]1Nc2cc(Br)ccc2N(C)C1=O,TR,L,@,R,CC1Nc2cc(Br)ccc2N(C)C1=O,C[C@@H]1Nc2cc(Br)ccc2N(C)C1=O
1897,C[C@@H]1Nc2cc(Br)ccc2N(C)C1=O,TR,F,@@,S,CC1Nc2cc(Br)ccc2N(C)C1=O,C[C@H]1Nc2cc(Br)ccc2N(C)C1=O
1898,C[C@@H]1Nc2ccccc2Oc2ccc(-c3ccccc3)cc21,TR,L,@@,S,CC1Nc2ccccc2Oc2ccc(-c3ccccc3)cc21,C[C@H]1Nc2ccccc2Oc2ccc(-c3ccccc3)cc21
1899,C[C@H]1Nc2ccccc2Oc2ccc(-c3ccccc3)cc21,TR,F,@,R,CC1Nc2ccccc2Oc2ccc(-c3ccccc3)cc21,C[C@@H]1Nc2ccccc2Oc2ccc(-c3ccccc3)cc21
1900,C[C@@H]1NCCc2c(F)cccc21,TR,L,@@,S,CC1NCCc2c(F)cccc21,C[C@H]1NCCc2c(F)cccc21
1901,C[C@H]1NCCc2c(F)cccc21,TR,F,@,R,CC1NCCc2c(F)cccc21,C[C@@H]1NCCc2c(F)cccc21
1902,CCC(C)(C)C(=O)O[C@@H](C(=O)NC(C)(C)C)c1cccc([N+](=O)[O-])c1,TR,F,@@,R,CCC(C)(C)C(=O)OC(C(=O)NC(C)(C)C)c1cccc([N+](=O)[O-])c1,CCC(C)(C)C(=O)O[C@H](C(=O)NC(C)(C)C)c1cccc([N+](=O)[O-])c1
1903,CCC(C)(C)C(=O)O[C@H](C(=O)NC(C)(C)C)c1cccc([N+](=O)[O-])c1,TR,L,@,S,CCC(C)(C)C(=O)OC(C(=O)NC(C)(C)C)c1cccc([N+](=O)[O-])c1,CCC(C)(C)C(=O)O[C@@H](C(=O)NC(C)(C)C)c1cccc([N+](=O)[O-])c1
1904,CC[C@H](C)C(=O)O,TR,F,@,S,CCC(C)C(=O)O,CC[C@@H](C)C(=O)O
1905,CC[C@@H](C)C(=O)O,TR,L,@@,R,CCC(C)C(=O)O,CC[C@H](C)C(=O)O
1906,CC[C@@H](C)CCC(=O)O,TR,F,@@,R,CCC(C)CCC(=O)O,CC[C@H](C)CCC(=O)O
1907,CC[C@H](C)CCC(=O)O,TR,L,@,S,CCC(C)CCC(=O)O,CC[C@@H](C)CCC(=O)O
1908,CC[C@H](C#Cc1ccc(C#N)cc1)/C=C/c1cc2ccccc2c2ccccc12,TR,F,@,S,CCC(C#Cc1ccc(C#N)cc1)C=Cc1cc2ccccc2c2ccccc12,CC[C@@H](C#Cc1ccc(C#N)cc1)/C=C/c1cc2ccccc2c2ccccc12
1909,CC[C@@H](C#Cc1ccc(C#N)cc1)/C=C/c1cc2ccccc2c2ccccc12,TR,L,@@,R,CCC(C#Cc1ccc(C#N)cc1)C=Cc1cc2ccccc2c2ccccc12,CC[C@H](C#Cc1ccc(C#N)cc1)/C=C/c1cc2ccccc2c2ccccc12
1910,CC[C@H](C#CCCCc1ccccc1)c1cc(-c2ccccc2)cc(-c2ccccc2)c1,TR,L,@,S,CCC(C#CCCCc1ccccc1)c1cc(-c2ccccc2)cc(-c2ccccc2)c1,CC[C@@H](C#CCCCc1ccccc1)c1cc(-c2ccccc2)cc(-c2ccccc2)c1
1911,CC[C@@H](C#CCCCc1ccccc1)c1cc(-c2ccccc2)cc(-c2ccccc2)c1,TR,F,@@,R,CCC(C#CCCCc1ccccc1)c1cc(-c2ccccc2)cc(-c2ccccc2)c1,CC[C@H](C#CCCCc1ccccc1)c1cc(-c2ccccc2)cc(-c2ccccc2)c1
1912,CC[C@@H](/C=C/c1ccccc1)S(=O)(=O)c1ccc(C)cc1,TR,L,@@,S,CCC(C=Cc1ccccc1)S(=O)(=O)c1ccc(C)cc1,CC[C@H](/C=C/c1ccccc1)S(=O)(=O)c1ccc(C)cc1
1913,CC[C@H](/C=C/c1ccccc1)S(=O)(=O)c1ccc(C)cc1,TR,F,@,R,CCC(C=Cc1ccccc1)S(=O)(=O)c1ccc(C)cc1,CC[C@@H](/C=C/c1ccccc1)S(=O)(=O)c1ccc(C)cc1
1914,CC[C@@](C=O)(c1ccccc1)c1ccc(C(=O)OC)cc1,TR,F,@@,R,CCC(C=O)(c1ccccc1)c1ccc(C(=O)OC)cc1,CC[C@](C=O)(c1ccccc1)c1ccc(C(=O)OC)cc1
1915,CC[C@](C=O)(c1ccccc1)c1ccc(C(=O)OC)cc1,TR,L,@,S,CCC(C=O)(c1ccccc1)c1ccc(C(=O)OC)cc1,CC[C@@](C=O)(c1ccccc1)c1ccc(C(=O)OC)cc1
1916,CC[C@](c1ccccc1)(c1ccc(O)cc1)c1ccc(C)[nH]1,TR,L,@,S,CCC(c1ccccc1)(c1ccc(O)cc1)c1ccc(C)[nH]1,CC[C@@](c1ccccc1)(c1ccc(O)cc1)c1ccc(C)[nH]1
1917,CC[C@@](c1ccccc1)(c1ccc(O)cc1)c1ccc(C)[nH]1,TR,F,@@,R,CCC(c1ccccc1)(c1ccc(O)cc1)c1ccc(C)[nH]1,CC[C@](c1ccccc1)(c1ccc(O)cc1)c1ccc(C)[nH]1
1918,CCC(C[C@H](c1ccccc1)c1ccc(C)cc1)=C1C(=O)OC(C)(C)OC1=O,TR,L,@,R,CCC(CC(c1ccccc1)c1ccc(C)cc1)=C1C(=O)OC(C)(C)OC1=O,CCC(C[C@@H](c1ccccc1)c1ccc(C)cc1)=C1C(=O)OC(C)(C)OC1=O
1919,CCC(C[C@@H](c1ccccc1)c1ccc(C)cc1)=C1C(=O)OC(C)(C)OC1=O,TR,F,@@,S,CCC(CC(c1ccccc1)c1ccc(C)cc1)=C1C(=O)OC(C)(C)OC1=O,CCC(C[C@H](c1ccccc1)c1ccc(C)cc1)=C1C(=O)OC(C)(C)OC1=O
1920,CCC(CC)(CC[C@@]1(C)COc2cc(C)c(C(C)C)cc21)CC(=O)c1ccccc1,TR,F,@@,R,CCC(CC)(CCC1(C)COc2cc(C)c(C(C)C)cc21)CC(=O)c1ccccc1,CCC(CC)(CC[C@]1(C)COc2cc(C)c(C(C)C)cc21)CC(=O)c1ccccc1
1921,CCC(CC)(CC[C@]1(C)COc2cc(C)c(C(C)C)cc21)CC(=O)c1ccccc1,TR,L,@,S,CCC(CC)(CCC1(C)COc2cc(C)c(C(C)C)cc21)CC(=O)c1ccccc1,CCC(CC)(CC[C@@]1(C)COc2cc(C)c(C(C)C)cc21)CC(=O)c1ccccc1
1922,CCC(CC)(CC[C@@]1(C)COc2cc(F)ccc21)CC(=O)c1ccccc1,TR,F,@@,R,CCC(CC)(CCC1(C)COc2cc(F)ccc21)CC(=O)c1ccccc1,CCC(CC)(CC[C@]1(C)COc2cc(F)ccc21)CC(=O)c1ccccc1
1923,CCC(CC)(CC[C@]1(C)COc2cc(F)ccc21)CC(=O)c1ccccc1,TR,L,@,S,CCC(CC)(CCC1(C)COc2cc(F)ccc21)CC(=O)c1ccccc1,CCC(CC)(CC[C@@]1(C)COc2cc(F)ccc21)CC(=O)c1ccccc1
1924,CCC(COC(=O)[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(Br)cc1)(c1ccccc1)c1ccccc1,TR,L,@,R,CCC(COC(=O)C(NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(Br)cc1)(c1ccccc1)c1ccccc1,CCC(COC(=O)[C@@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(Br)cc1)(c1ccccc1)c1ccccc1
1925,CCC(COC(=O)[C@@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(Br)cc1)(c1ccccc1)c1ccccc1,TR,F,@@,S,CCC(COC(=O)C(NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(Br)cc1)(c1ccccc1)c1ccccc1,CCC(COC(=O)[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(Br)cc1)(c1ccccc1)c1ccccc1
1926,CCC(COC(=O)[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1,TR,L,@,R,CCC(COC(=O)C(NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1,CCC(COC(=O)[C@@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1
1927,CCC(COC(=O)[C@@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1,TR,F,@@,S,CCC(COC(=O)C(NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1,CCC(COC(=O)[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1
1928,CCC(COC(=O)[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(OC)cc1)(c1ccccc1)c1ccccc1,TR,L,@,R,CCC(COC(=O)C(NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(OC)cc1)(c1ccccc1)c1ccccc1,CCC(COC(=O)[C@@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(OC)cc1)(c1ccccc1)c1ccccc1
1929,CCC(COC(=O)[C@@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(OC)cc1)(c1ccccc1)c1ccccc1,TR,F,@@,S,CCC(COC(=O)C(NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(OC)cc1)(c1ccccc1)c1ccccc1,CCC(COC(=O)[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(OC)cc1)(c1ccccc1)c1ccccc1
1930,CCC(COC(=O)[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1cccc(C)c1)(c1ccccc1)c1ccccc1,TR,L,@,R,CCC(COC(=O)C(NC(=O)c1ccc(C(C)(C)C)cc1)c1cccc(C)c1)(c1ccccc1)c1ccccc1,CCC(COC(=O)[C@@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1cccc(C)c1)(c1ccccc1)c1ccccc1
1931,CCC(COC(=O)[C@@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1cccc(C)c1)(c1ccccc1)c1ccccc1,TR,F,@@,S,CCC(COC(=O)C(NC(=O)c1ccc(C(C)(C)C)cc1)c1cccc(C)c1)(c1ccccc1)c1ccccc1,CCC(COC(=O)[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1cccc(C)c1)(c1ccccc1)c1ccccc1
1932,CC[C@@H](CS(=O)(=O)c1ccccc1)NC(C)=O,TR,L,@@,S,CCC(CS(=O)(=O)c1ccccc1)NC(C)=O,CC[C@H](CS(=O)(=O)c1ccccc1)NC(C)=O
1933,CC[C@H](CS(=O)(=O)c1ccccc1)NC(C)=O,TR,F,@,R,CCC(CS(=O)(=O)c1ccccc1)NC(C)=O,CC[C@@H](CS(=O)(=O)c1ccccc1)NC(C)=O
1934,CC[C@](O)(CC(=O)c1ccc(Cl)cc1)C(F)(F)F,TR,L,@,S,CCC(O)(CC(=O)c1ccc(Cl)cc1)C(F)(F)F,CC[C@@](O)(CC(=O)c1ccc(Cl)cc1)C(F)(F)F
1935,CC[C@@](O)(CC(=O)c1ccc(Cl)cc1)C(F)(F)F,TR,F,@@,R,CCC(O)(CC(=O)c1ccc(Cl)cc1)C(F)(F)F,CC[C@](O)(CC(=O)c1ccc(Cl)cc1)C(F)(F)F
1936,CC[C@@H](O)c1ccc(C)cc1,TR,F,@@,R,CCC(O)c1ccc(C)cc1,CC[C@H](O)c1ccc(C)cc1
1937,CC[C@H](O)c1ccc(C)cc1,TR,L,@,S,CCC(O)c1ccc(C)cc1,CC[C@@H](O)c1ccc(C)cc1
1938,CC[C@H](O)CC(=O)OC,TR,F,@,S,CCC(O)CC(=O)OC,CC[C@@H](O)CC(=O)OC
1939,CC[C@@H](O)CC(=O)OC,TR,L,@@,R,CCC(O)CC(=O)OC,CC[C@H](O)CC(=O)OC
1940,CC/C=C/[C@H](CC(=O)Oc1ccc(OC)cc1)P(=S)(c1ccccc1)c1ccccc1,TR,F,@,S,CCC=CC(CC(=O)Oc1ccc(OC)cc1)P(=S)(c1ccccc1)c1ccccc1,CC/C=C/[C@@H](CC(=O)Oc1ccc(OC)cc1)P(=S)(c1ccccc1)c1ccccc1
