,SMILES,TR/TE,F-L_class,@-@@_class,R-S_class,SMILES_ns,SMILES_opp
1941,CC/C=C/[C@@H](CC(=O)Oc1ccc(OC)cc1)P(=S)(c1ccccc1)c1ccccc1,TR,L,@@,R,CCC=CC(CC(=O)Oc1ccc(OC)cc1)P(=S)(c1ccccc1)c1ccccc1,CC/C=C/[C@H](CC(=O)Oc1ccc(OC)cc1)P(=S)(c1ccccc1)c1ccccc1
1942,CC/C=C/[C@@H]1C(=O)N(C(C)(C)C)C(=O)N1C(C)(C)C,TR,F,@@,R,CCC=CC1C(=O)N(C(C)(C)C)C(=O)N1C(C)(C)C,CC/C=C/[C@H]1C(=O)N(C(C)(C)C)C(=O)N1C(C)(C)C
1943,CC/C=C/[C@H]1C(=O)N(C(C)(C)C)C(=O)N1C(C)(C)C,TR,L,@,S,CCC=CC1C(=O)N(C(C)(C)C)C(=O)N1C(C)(C)C,CC/C=C/[C@@H]1C(=O)N(C(C)(C)C)C(=O)N1C(C)(C)C
1944,CC[C@]1(c2ccccc2)NS(=O)(=O)c2ccccc21,TR,F,@,R,CCC1(c2ccccc2)NS(=O)(=O)c2ccccc21,CC[C@@]1(c2ccccc2)NS(=O)(=O)c2ccccc21
1945,CC[C@@]1(c2ccccc2)NS(=O)(=O)c2ccccc21,TR,L,@@,S,CCC1(c2ccccc2)NS(=O)(=O)c2ccccc21,CC[C@]1(c2ccccc2)NS(=O)(=O)c2ccccc21
1946,CCC1(CC)OC(=O)C(=C(C)C[C@H](c2ccccc2)c2ccc(C)cc2)C(=O)O1,TR,L,@,R,CCC1(CC)OC(=O)C(=C(C)CC(c2ccccc2)c2ccc(C)cc2)C(=O)O1,CCC1(CC)OC(=O)C(=C(C)C[C@@H](c2ccccc2)c2ccc(C)cc2)C(=O)O1
1947,CCC1(CC)OC(=O)C(=C(C)C[C@@H](c2ccccc2)c2ccc(C)cc2)C(=O)O1,TR,F,@@,S,CCC1(CC)OC(=O)C(=C(C)CC(c2ccccc2)c2ccc(C)cc2)C(=O)O1,CCC1(CC)OC(=O)C(=C(C)C[C@H](c2ccccc2)c2ccc(C)cc2)C(=O)O1
1948,CC[C@]1(CC#Cc2ccccc2)COc2ccccc21,TR,L,@,R,CCC1(CC#Cc2ccccc2)COc2ccccc21,CC[C@@]1(CC#Cc2ccccc2)COc2ccccc21
1949,CC[C@@]1(CC#Cc2ccccc2)COc2ccccc21,TR,F,@@,S,CCC1(CC#Cc2ccccc2)COc2ccccc21,CC[C@]1(CC#Cc2ccccc2)COc2ccccc21
1950,CC[C@]1(CI)COc2ccccc21,TR,F,@,R,CCC1(CI)COc2ccccc21,CC[C@@]1(CI)COc2ccccc21
1951,CC[C@@]1(CI)COc2ccccc21,TR,L,@@,S,CCC1(CI)COc2ccccc21,CC[C@]1(CI)COc2ccccc21
1952,CC[C@]1(COC(=O)C(C)(C)C)CCSC1,TR,F,@,R,CCC1(COC(=O)C(C)(C)C)CCSC1,CC[C@@]1(COC(=O)C(C)(C)C)CCSC1
1953,CC[C@@]1(COC(=O)C(C)(C)C)CCSC1,TR,L,@@,S,CCC1(COC(=O)C(C)(C)C)CCSC1,CC[C@]1(COC(=O)C(C)(C)C)CCSC1
1954,CC[C@@H]1C(=O)N(C(=O)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,TR,F,@@,R,CCC1C(=O)N(C(=O)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,CC[C@H]1C(=O)N(C(=O)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1
1955,CC[C@H]1C(=O)N(C(=O)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,TR,L,@,S,CCC1C(=O)N(C(=O)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,CC[C@@H]1C(=O)N(C(=O)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1
1956,CC[C@H]1CC(=O)N(C(C)(C)c2ccccn2)/C1=C/c1ccc(C)cc1,TR,L,@,S,CCC1CC(=O)N(C(C)(C)c2ccccn2)C1=Cc1ccc(C)cc1,CC[C@@H]1CC(=O)N(C(C)(C)c2ccccn2)/C1=C/c1ccc(C)cc1
1957,CC[C@@H]1CC(=O)N(C(C)(C)c2ccccn2)/C1=C/c1ccc(C)cc1,TR,F,@@,R,CCC1CC(=O)N(C(C)(C)c2ccccn2)C1=Cc1ccc(C)cc1,CC[C@H]1CC(=O)N(C(C)(C)c2ccccn2)/C1=C/c1ccc(C)cc1
1958,CC[C@H]1CC(=O)N(S(=O)(=O)c2ccc(C)cc2)N=C1c1ccc([N+](=O)[O-])cc1,TR,L,@,S,CCC1CC(=O)N(S(=O)(=O)c2ccc(C)cc2)N=C1c1ccc([N+](=O)[O-])cc1,CC[C@@H]1CC(=O)N(S(=O)(=O)c2ccc(C)cc2)N=C1c1ccc([N+](=O)[O-])cc1
1959,CC[C@@H]1CC(=O)N(S(=O)(=O)c2ccc(C)cc2)N=C1c1ccc([N+](=O)[O-])cc1,TR,F,@@,R,CCC1CC(=O)N(S(=O)(=O)c2ccc(C)cc2)N=C1c1ccc([N+](=O)[O-])cc1,CC[C@H]1CC(=O)N(S(=O)(=O)c2ccc(C)cc2)N=C1c1ccc([N+](=O)[O-])cc1
1960,CC[C@@H]1CC(=O)N=C(SC)N1c1ccccc1,TR,L,@@,R,CCC1CC(=O)N=C(SC)N1c1ccccc1,CC[C@H]1CC(=O)N=C(SC)N1c1ccccc1
1961,CC[C@H]1CC(=O)N=C(SC)N1c1ccccc1,TR,F,@,S,CCC1CC(=O)N=C(SC)N1c1ccccc1,CC[C@@H]1CC(=O)N=C(SC)N1c1ccccc1
1962,CCc1ccc([C@@](C)(c2ccccc2)c2ccc(O)cc2)[nH]1,TR,F,@@,S,CCc1ccc(C(C)(c2ccccc2)c2ccc(O)cc2)[nH]1,CCc1ccc([C@](C)(c2ccccc2)c2ccc(O)cc2)[nH]1
1963,CCc1ccc([C@](C)(c2ccccc2)c2ccc(O)cc2)[nH]1,TR,L,@,R,CCc1ccc(C(C)(c2ccccc2)c2ccc(O)cc2)[nH]1,CCc1ccc([C@@](C)(c2ccccc2)c2ccc(O)cc2)[nH]1
1964,CCc1ccc([C@](c2ccccc2)(c2ccccc2OC)c2[nH]c3ccccc3c2-c2ccccc2)[nH]1,TR,L,@,S,CCc1ccc(C(c2ccccc2)(c2ccccc2OC)c2[nH]c3ccccc3c2-c2ccccc2)[nH]1,CCc1ccc([C@@](c2ccccc2)(c2ccccc2OC)c2[nH]c3ccccc3c2-c2ccccc2)[nH]1
1965,CCc1ccc([C@@](c2ccccc2)(c2ccccc2OC)c2[nH]c3ccccc3c2-c2ccccc2)[nH]1,TR,F,@@,R,CCc1ccc(C(c2ccccc2)(c2ccccc2OC)c2[nH]c3ccccc3c2-c2ccccc2)[nH]1,CCc1ccc([C@](c2ccccc2)(c2ccccc2OC)c2[nH]c3ccccc3c2-c2ccccc2)[nH]1
1966,CCc1ccc(/C=C2\CC[C@H]2O)cc1,TR,F,@,R,CCc1ccc(C=C2CCC2O)cc1,CCc1ccc(/C=C2\CC[C@@H]2O)cc1
1967,CCc1ccc(/C=C2\CC[C@@H]2O)cc1,TR,L,@@,S,CCc1ccc(C=C2CCC2O)cc1,CCc1ccc(/C=C2\CC[C@H]2O)cc1
1968,CCc1ccc([C@@H]2CC(=O)c3ccccc3N2)cc1,TR,L,@@,S,CCc1ccc(C2CC(=O)c3ccccc3N2)cc1,CCc1ccc([C@H]2CC(=O)c3ccccc3N2)cc1
1969,CCc1ccc([C@H]2CC(=O)c3ccccc3N2)cc1,TR,F,@,R,CCc1ccc(C2CC(=O)c3ccccc3N2)cc1,CCc1ccc([C@@H]2CC(=O)c3ccccc3N2)cc1
1970,CCc1ccc(OC(=O)C[C@@H](c2ccccc2)P(=S)(c2ccccc2)c2ccccc2)cc1,TR,F,@@,S,CCc1ccc(OC(=O)CC(c2ccccc2)P(=S)(c2ccccc2)c2ccccc2)cc1,CCc1ccc(OC(=O)C[C@H](c2ccccc2)P(=S)(c2ccccc2)c2ccccc2)cc1
1971,CCc1ccc(OC(=O)C[C@H](c2ccccc2)P(=S)(c2ccccc2)c2ccccc2)cc1,TR,L,@,R,CCc1ccc(OC(=O)CC(c2ccccc2)P(=S)(c2ccccc2)c2ccccc2)cc1,CCc1ccc(OC(=O)C[C@@H](c2ccccc2)P(=S)(c2ccccc2)c2ccccc2)cc1
1972,CCc1ccc2c(c1)[C@@](C(=O)OC)(c1cccc(C)c1)NS(=O)(=O)O2,TR,F,@@,R,CCc1ccc2c(c1)C(C(=O)OC)(c1cccc(C)c1)NS(=O)(=O)O2,CCc1ccc2c(c1)[C@](C(=O)OC)(c1cccc(C)c1)NS(=O)(=O)O2
1973,CCc1ccc2c(c1)[C@](C(=O)OC)(c1cccc(C)c1)NS(=O)(=O)O2,TR,L,@,S,CCc1ccc2c(c1)C(C(=O)OC)(c1cccc(C)c1)NS(=O)(=O)O2,CCc1ccc2c(c1)[C@@](C(=O)OC)(c1cccc(C)c1)NS(=O)(=O)O2
1974,CC[C@H]1CS(=O)(=O)c2ccccc21,TR,F,@,R,CCC1CS(=O)(=O)c2ccccc21,CC[C@@H]1CS(=O)(=O)c2ccccc21
1975,CC[C@@H]1CS(=O)(=O)c2ccccc21,TR,L,@@,S,CCC1CS(=O)(=O)c2ccccc21,CC[C@H]1CS(=O)(=O)c2ccccc21
1976,CC[C@H]1Nc2ccccc2N(C)C1=O,TR,L,@,R,CCC1Nc2ccccc2N(C)C1=O,CC[C@@H]1Nc2ccccc2N(C)C1=O
1977,CC[C@@H]1Nc2ccccc2N(C)C1=O,TR,F,@@,S,CCC1Nc2ccccc2N(C)C1=O,CC[C@H]1Nc2ccccc2N(C)C1=O
1978,CC[C@@H]1Nc2ccccc2Oc2ccccc21,TR,F,@@,S,CCC1Nc2ccccc2Oc2ccccc21,CC[C@H]1Nc2ccccc2Oc2ccccc21
1979,CC[C@H]1Nc2ccccc2Oc2ccccc21,TR,L,@,R,CCC1Nc2ccccc2Oc2ccccc21,CC[C@@H]1Nc2ccccc2Oc2ccccc21
1980,CCC[C@H](C)C(=O)O,TR,F,@,S,CCCC(C)C(=O)O,CCC[C@@H](C)C(=O)O
1981,CCC[C@@H](C)C(=O)O,TR,L,@@,R,CCCC(C)C(=O)O,CCC[C@H](C)C(=O)O
1982,CCC[C@@H](C#Cc1ccccc1)c1ccccc1C(=O)NC(C)(C)C,TR,L,@@,S,CCCC(C#Cc1ccccc1)c1ccccc1C(=O)NC(C)(C)C,CCC[C@H](C#Cc1ccccc1)c1ccccc1C(=O)NC(C)(C)C
1983,CCC[C@H](C#Cc1ccccc1)c1ccccc1C(=O)NC(C)(C)C,TR,F,@,R,CCCC(C#Cc1ccccc1)c1ccccc1C(=O)NC(C)(C)C,CCC[C@@H](C#Cc1ccccc1)c1ccccc1C(=O)NC(C)(C)C
1984,CCC[C@H](C=C(C)C)S(=O)(=O)c1ccc(C)cc1,TR,F,@,R,CCCC(C=C(C)C)S(=O)(=O)c1ccc(C)cc1,CCC[C@@H](C=C(C)C)S(=O)(=O)c1ccc(C)cc1
1985,CCC[C@@H](C=C(C)C)S(=O)(=O)c1ccc(C)cc1,TR,L,@@,S,CCCC(C=C(C)C)S(=O)(=O)c1ccc(C)cc1,CCC[C@H](C=C(C)C)S(=O)(=O)c1ccc(C)cc1
1986,CCC[C@@H](CC(=O)NC(C)(C)c1ccccn1)c1ccc(Cl)cc1,TR,F,@@,S,CCCC(CC(=O)NC(C)(C)c1ccccn1)c1ccc(Cl)cc1,CCC[C@H](CC(=O)NC(C)(C)c1ccccn1)c1ccc(Cl)cc1
1987,CCC[C@H](CC(=O)NC(C)(C)c1ccccn1)c1ccc(Cl)cc1,TR,L,@,R,CCCC(CC(=O)NC(C)(C)c1ccccn1)c1ccc(Cl)cc1,CCC[C@@H](CC(=O)NC(C)(C)c1ccccn1)c1ccc(Cl)cc1
1988,CCC[C@@H](CC)C(=O)O,TR,F,@@,R,CCCC(CC)C(=O)O,CCC[C@H](CC)C(=O)O
1989,CCC[C@H](CC)C(=O)O,TR,L,@,S,CCCC(CC)C(=O)O,CCC[C@@H](CC)C(=O)O
1990,CCC[C@H](O)CC(=O)OC,TR,F,@,S,CCCC(O)CC(=O)OC,CCC[C@@H](O)CC(=O)OC
1991,CCC[C@@H](O)CC(=O)OC,TR,L,@@,R,CCCC(O)CC(=O)OC,CCC[C@H](O)CC(=O)OC
1992,CCC/C=C/[C@@]1(CO)C(=O)N(COCc2ccccc2)c2cccc(Cl)c21,TR,L,@@,R,CCCC=CC1(CO)C(=O)N(COCc2ccccc2)c2cccc(Cl)c21,CCC/C=C/[C@]1(CO)C(=O)N(COCc2ccccc2)c2cccc(Cl)c21
1993,CCC/C=C/[C@]1(CO)C(=O)N(COCc2ccccc2)c2cccc(Cl)c21,TR,F,@,S,CCCC=CC1(CO)C(=O)N(COCc2ccccc2)c2cccc(Cl)c21,CCC/C=C/[C@@]1(CO)C(=O)N(COCc2ccccc2)c2cccc(Cl)c21
1994,CCCC1=C(CCC)[C@]2(C=Nc3ccccc32)c2ccccc21,TR,L,@,S,CCCC1=C(CCC)C2(C=Nc3ccccc32)c2ccccc21,CCCC1=C(CCC)[C@@]2(C=Nc3ccccc32)c2ccccc21
1995,CCCC1=C(CCC)[C@@]2(C=Nc3ccccc32)c2ccccc21,TR,F,@@,R,CCCC1=C(CCC)C2(C=Nc3ccccc32)c2ccccc21,CCCC1=C(CCC)[C@]2(C=Nc3ccccc32)c2ccccc21
1996,CCC[C@H]1CC(=O)N(C(C)(C)c2ccccn2)/C1=C/c1ccc(C)cc1,TR,L,@,S,CCCC1CC(=O)N(C(C)(C)c2ccccn2)C1=Cc1ccc(C)cc1,CCC[C@@H]1CC(=O)N(C(C)(C)c2ccccn2)/C1=C/c1ccc(C)cc1
1997,CCC[C@@H]1CC(=O)N(C(C)(C)c2ccccn2)/C1=C/c1ccc(C)cc1,TR,F,@@,R,CCCC1CC(=O)N(C(C)(C)c2ccccn2)C1=Cc1ccc(C)cc1,CCC[C@H]1CC(=O)N(C(C)(C)c2ccccn2)/C1=C/c1ccc(C)cc1
1998,CCC[C@@H]1CC(=O)N=C(SC)N1c1ccccc1,TR,L,@@,R,CCCC1CC(=O)N=C(SC)N1c1ccccc1,CCC[C@H]1CC(=O)N=C(SC)N1c1ccccc1
1999,CCC[C@H]1CC(=O)N=C(SC)N1c1ccccc1,TR,F,@,S,CCCC1CC(=O)N=C(SC)N1c1ccccc1,CCC[C@@H]1CC(=O)N=C(SC)N1c1ccccc1
2000,CCCc1ccc(/C=C/[P@](=O)(c2ccccc2C)C(C)(C)C)cc1,TR,F,@,R,CCCc1ccc(C=CP(=O)(c2ccccc2C)C(C)(C)C)cc1,CCCc1ccc(/C=C/[P@@](=O)(c2ccccc2C)C(C)(C)C)cc1
2001,CCCc1ccc(/C=C/[P@@](=O)(c2ccccc2C)C(C)(C)C)cc1,TR,L,@@,S,CCCc1ccc(C=CP(=O)(c2ccccc2C)C(C)(C)C)cc1,CCCc1ccc(/C=C/[P@](=O)(c2ccccc2C)C(C)(C)C)cc1
2002,CCC[C@H]1CS(=O)(=O)c2ccccc21,TR,F,@,R,CCCC1CS(=O)(=O)c2ccccc21,CCC[C@@H]1CS(=O)(=O)c2ccccc21
2003,CCC[C@@H]1CS(=O)(=O)c2ccccc21,TR,L,@@,S,CCCC1CS(=O)(=O)c2ccccc21,CCC[C@H]1CS(=O)(=O)c2ccccc21
2004,CCCCC(=O)[C@H](NC(=O)OC(C)(C)C)c1ccc(C)cc1,TR,L,@,R,CCCCC(=O)C(NC(=O)OC(C)(C)C)c1ccc(C)cc1,CCCCC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccc(C)cc1
2005,CCCCC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccc(C)cc1,TR,F,@@,S,CCCCC(=O)C(NC(=O)OC(C)(C)C)c1ccc(C)cc1,CCCCC(=O)[C@H](NC(=O)OC(C)(C)C)c1ccc(C)cc1
2006,CCCCC(=O)[C@H](NC(=O)OC(C)(C)C)c1ccc(F)cc1,TR,L,@,R,CCCCC(=O)C(NC(=O)OC(C)(C)C)c1ccc(F)cc1,CCCCC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccc(F)cc1
2007,CCCCC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccc(F)cc1,TR,F,@@,S,CCCCC(=O)C(NC(=O)OC(C)(C)C)c1ccc(F)cc1,CCCCC(=O)[C@H](NC(=O)OC(C)(C)C)c1ccc(F)cc1
2008,CCCCC(=O)[C@H](NC(=O)OC(C)(C)C)c1ccc(OC)cc1,TR,L,@,R,CCCCC(=O)C(NC(=O)OC(C)(C)C)c1ccc(OC)cc1,CCCCC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccc(OC)cc1
2009,CCCCC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccc(OC)cc1,TR,F,@@,S,CCCCC(=O)C(NC(=O)OC(C)(C)C)c1ccc(OC)cc1,CCCCC(=O)[C@H](NC(=O)OC(C)(C)C)c1ccc(OC)cc1
2010,CCCCC(=O)[C@H](NC(=O)OC(C)(C)C)c1ccccc1,TR,L,@,R,CCCCC(=O)C(NC(=O)OC(C)(C)C)c1ccccc1,CCCCC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccccc1
2011,CCCCC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccccc1,TR,F,@@,S,CCCCC(=O)C(NC(=O)OC(C)(C)C)c1ccccc1,CCCCC(=O)[C@H](NC(=O)OC(C)(C)C)c1ccccc1
2012,CCCCC(=O)OCCOCC[S@@](=O)c1ccc2ccccc2c1,TR,F,@@,R,CCCCC(=O)OCCOCCS(=O)c1ccc2ccccc2c1,CCCCC(=O)OCCOCC[S@](=O)c1ccc2ccccc2c1
2013,CCCCC(=O)OCCOCC[S@](=O)c1ccc2ccccc2c1,TR,L,@,S,CCCCC(=O)OCCOCCS(=O)c1ccc2ccccc2c1,CCCCC(=O)OCCOCC[S@@](=O)c1ccc2ccccc2c1
2014,CCCC[C@H](C)C(=O)O,TR,F,@,S,CCCCC(C)C(=O)O,CCCC[C@@H](C)C(=O)O
2015,CCCC[C@@H](C)C(=O)O,TR,L,@@,R,CCCCC(C)C(=O)O,CCCC[C@H](C)C(=O)O
2016,CCCC[C@@H](C)CCC(=O)O,TR,F,@@,R,CCCCC(C)CCC(=O)O,CCCC[C@H](C)CCC(=O)O
2017,CCCC[C@H](C)CCC(=O)O,TR,L,@,S,CCCCC(C)CCC(=O)O,CCCC[C@@H](C)CCC(=O)O
2018,CCCC[C@H](C#N)/C=C/c1ccoc1,TR,L,@,S,CCCCC(C#N)C=Cc1ccoc1,CCCC[C@@H](C#N)/C=C/c1ccoc1
2019,CCCC[C@@H](C#N)/C=C/c1ccoc1,TR,F,@@,R,CCCCC(C#N)C=Cc1ccoc1,CCCC[C@H](C#N)/C=C/c1ccoc1
2020,CCCC[C@H](CC)C(=O)O,TR,F,@,S,CCCCC(CC)C(=O)O,CCCC[C@@H](CC)C(=O)O
2021,CCCC[C@@H](CC)C(=O)O,TR,L,@@,R,CCCCC(CC)C(=O)O,CCCC[C@H](CC)C(=O)O
2022,CCCCC(CCCC)(NC(=O)C[C@H](C)c1ccc(C(C)=O)cc1)c1ccccn1,TR,L,@,S,CCCCC(CCCC)(NC(=O)CC(C)c1ccc(C(C)=O)cc1)c1ccccn1,CCCCC(CCCC)(NC(=O)C[C@@H](C)c1ccc(C(C)=O)cc1)c1ccccn1
2023,CCCCC(CCCC)(NC(=O)C[C@@H](C)c1ccc(C(C)=O)cc1)c1ccccn1,TR,F,@@,R,CCCCC(CCCC)(NC(=O)CC(C)c1ccc(C(C)=O)cc1)c1ccccn1,CCCCC(CCCC)(NC(=O)C[C@H](C)c1ccc(C(C)=O)cc1)c1ccccn1
2024,CCCC[C@H](O)CCCC(=O)OCC,TR,F,@,S,CCCCC(O)CCCC(=O)OCC,CCCC[C@@H](O)CCCC(=O)OCC
2025,CCCC[C@@H](O)CCCC(=O)OCC,TR,L,@@,R,CCCCC(O)CCCC(=O)OCC,CCCC[C@H](O)CCCC(=O)OCC
2026,CCCCC#C[C@@H](Nc1ccc(OC)cc1)C(F)(F)F,TR,L,@@,R,CCCCC#CC(Nc1ccc(OC)cc1)C(F)(F)F,CCCCC#C[C@H](Nc1ccc(OC)cc1)C(F)(F)F
2027,CCCCC#C[C@H](Nc1ccc(OC)cc1)C(F)(F)F,TR,F,@,S,CCCCC#CC(Nc1ccc(OC)cc1)C(F)(F)F,CCCCC#C[C@@H](Nc1ccc(OC)cc1)C(F)(F)F
2028,CCCCC#CC[C@@]1(C)COc2ccccc21,TR,L,@@,R,CCCCC#CCC1(C)COc2ccccc21,CCCCC#CC[C@]1(C)COc2ccccc21
2029,CCCCC#CC[C@]1(C)COc2ccccc21,TR,F,@,S,CCCCC#CCC1(C)COc2ccccc21,CCCCC#CC[C@@]1(C)COc2ccccc21
2030,CCCC[C@]1(c2cc(C)cc(C)c2)NS(=O)(=O)c2ccccc21,TR,L,@,R,CCCCC1(c2cc(C)cc(C)c2)NS(=O)(=O)c2ccccc21,CCCC[C@@]1(c2cc(C)cc(C)c2)NS(=O)(=O)c2ccccc21
2031,CCCC[C@@]1(c2cc(C)cc(C)c2)NS(=O)(=O)c2ccccc21,TR,F,@@,S,CCCCC1(c2cc(C)cc(C)c2)NS(=O)(=O)c2ccccc21,CCCC[C@]1(c2cc(C)cc(C)c2)NS(=O)(=O)c2ccccc21
2032,CCCC[C@]1(c2ccc(-c3ccccc3)cc2)NS(=O)(=O)c2ccccc21,TR,L,@,R,CCCCC1(c2ccc(-c3ccccc3)cc2)NS(=O)(=O)c2ccccc21,CCCC[C@@]1(c2ccc(-c3ccccc3)cc2)NS(=O)(=O)c2ccccc21
2033,CCCC[C@@]1(c2ccc(-c3ccccc3)cc2)NS(=O)(=O)c2ccccc21,TR,F,@@,S,CCCCC1(c2ccc(-c3ccccc3)cc2)NS(=O)(=O)c2ccccc21,CCCC[C@]1(c2ccc(-c3ccccc3)cc2)NS(=O)(=O)c2ccccc21
2034,CCCC[C@]1(c2ccc(C(=O)OC)cc2)NS(=O)(=O)c2ccccc21,TR,L,@,R,CCCCC1(c2ccc(C(=O)OC)cc2)NS(=O)(=O)c2ccccc21,CCCC[C@@]1(c2ccc(C(=O)OC)cc2)NS(=O)(=O)c2ccccc21
2035,CCCC[C@@]1(c2ccc(C(=O)OC)cc2)NS(=O)(=O)c2ccccc21,TR,F,@@,S,CCCCC1(c2ccc(C(=O)OC)cc2)NS(=O)(=O)c2ccccc21,CCCC[C@]1(c2ccc(C(=O)OC)cc2)NS(=O)(=O)c2ccccc21
2036,CCCC[C@]1(c2ccc(C(F)(F)F)cc2)NS(=O)(=O)c2ccccc21,TR,L,@,R,CCCCC1(c2ccc(C(F)(F)F)cc2)NS(=O)(=O)c2ccccc21,CCCC[C@@]1(c2ccc(C(F)(F)F)cc2)NS(=O)(=O)c2ccccc21
2037,CCCC[C@@]1(c2ccc(C(F)(F)F)cc2)NS(=O)(=O)c2ccccc21,TR,F,@@,S,CCCCC1(c2ccc(C(F)(F)F)cc2)NS(=O)(=O)c2ccccc21,CCCC[C@]1(c2ccc(C(F)(F)F)cc2)NS(=O)(=O)c2ccccc21
2038,CCCC[C@]1(c2ccc(C)cc2)NS(=O)(=O)c2ccccc21,TR,F,@,R,CCCCC1(c2ccc(C)cc2)NS(=O)(=O)c2ccccc21,CCCC[C@@]1(c2ccc(C)cc2)NS(=O)(=O)c2ccccc21
2039,CCCC[C@@]1(c2ccc(C)cc2)NS(=O)(=O)c2ccccc21,TR,L,@@,S,CCCCC1(c2ccc(C)cc2)NS(=O)(=O)c2ccccc21,CCCC[C@]1(c2ccc(C)cc2)NS(=O)(=O)c2ccccc21
2040,CCCC[C@]1(c2ccc(Cl)cc2)NS(=O)(=O)c2ccccc21,TR,L,@,R,CCCCC1(c2ccc(Cl)cc2)NS(=O)(=O)c2ccccc21,CCCC[C@@]1(c2ccc(Cl)cc2)NS(=O)(=O)c2ccccc21
2041,CCCC[C@@]1(c2ccc(Cl)cc2)NS(=O)(=O)c2ccccc21,TR,F,@@,S,CCCCC1(c2ccc(Cl)cc2)NS(=O)(=O)c2ccccc21,CCCC[C@]1(c2ccc(Cl)cc2)NS(=O)(=O)c2ccccc21
2042,CCCC[C@]1(c2ccc(F)cc2)NS(=O)(=O)c2ccccc21,TR,L,@,R,CCCCC1(c2ccc(F)cc2)NS(=O)(=O)c2ccccc21,CCCC[C@@]1(c2ccc(F)cc2)NS(=O)(=O)c2ccccc21
2043,CCCC[C@@]1(c2ccc(F)cc2)NS(=O)(=O)c2ccccc21,TR,F,@@,S,CCCCC1(c2ccc(F)cc2)NS(=O)(=O)c2ccccc21,CCCC[C@]1(c2ccc(F)cc2)NS(=O)(=O)c2ccccc21
2044,CCCC[C@]1(c2ccc(OC)cc2)NS(=O)(=O)c2ccccc21,TR,L,@,R,CCCCC1(c2ccc(OC)cc2)NS(=O)(=O)c2ccccc21,CCCC[C@@]1(c2ccc(OC)cc2)NS(=O)(=O)c2ccccc21
2045,CCCC[C@@]1(c2ccc(OC)cc2)NS(=O)(=O)c2ccccc21,TR,F,@@,S,CCCCC1(c2ccc(OC)cc2)NS(=O)(=O)c2ccccc21,CCCC[C@]1(c2ccc(OC)cc2)NS(=O)(=O)c2ccccc21
2046,CCCC[C@]1(c2ccc3c(c2)OCO3)NS(=O)(=O)c2ccccc21,TR,L,@,R,CCCCC1(c2ccc3c(c2)OCO3)NS(=O)(=O)c2ccccc21,CCCC[C@@]1(c2ccc3c(c2)OCO3)NS(=O)(=O)c2ccccc21
2047,CCCC[C@@]1(c2ccc3c(c2)OCO3)NS(=O)(=O)c2ccccc21,TR,F,@@,S,CCCCC1(c2ccc3c(c2)OCO3)NS(=O)(=O)c2ccccc21,CCCC[C@]1(c2ccc3c(c2)OCO3)NS(=O)(=O)c2ccccc21
2048,CCCC[C@]1(c2cccc(C(=O)OC)c2)NS(=O)(=O)c2ccccc21,TR,L,@,R,CCCCC1(c2cccc(C(=O)OC)c2)NS(=O)(=O)c2ccccc21,CCCC[C@@]1(c2cccc(C(=O)OC)c2)NS(=O)(=O)c2ccccc21
2049,CCCC[C@@]1(c2cccc(C(=O)OC)c2)NS(=O)(=O)c2ccccc21,TR,F,@@,S,CCCCC1(c2cccc(C(=O)OC)c2)NS(=O)(=O)c2ccccc21,CCCC[C@]1(c2cccc(C(=O)OC)c2)NS(=O)(=O)c2ccccc21
2050,CCCC[C@]1(c2cccc(C)c2)NS(=O)(=O)c2ccccc21,TR,L,@,R,CCCCC1(c2cccc(C)c2)NS(=O)(=O)c2ccccc21,CCCC[C@@]1(c2cccc(C)c2)NS(=O)(=O)c2ccccc21
2051,CCCC[C@@]1(c2cccc(C)c2)NS(=O)(=O)c2ccccc21,TR,F,@@,S,CCCCC1(c2cccc(C)c2)NS(=O)(=O)c2ccccc21,CCCC[C@]1(c2cccc(C)c2)NS(=O)(=O)c2ccccc21
2052,CCCC[C@]1(c2cccc(Cl)c2)NS(=O)(=O)c2ccccc21,TR,L,@,R,CCCCC1(c2cccc(Cl)c2)NS(=O)(=O)c2ccccc21,CCCC[C@@]1(c2cccc(Cl)c2)NS(=O)(=O)c2ccccc21
2053,CCCC[C@@]1(c2cccc(Cl)c2)NS(=O)(=O)c2ccccc21,TR,F,@@,S,CCCCC1(c2cccc(Cl)c2)NS(=O)(=O)c2ccccc21,CCCC[C@]1(c2cccc(Cl)c2)NS(=O)(=O)c2ccccc21
